DEPARRDT,DEPARRTM,OPRSSRTTMDIFR,OPRSENDTMDIFR,hour2min,time,working_time,min,hour
20190911,1420.0,[-40],[5],860,[820],45,40,13
20190911,1505.0,[-5],[40],905,[900],45,0,15
20190911,1510.0,[-5],[40],910,[905],45,5,15
20190911,1840.0,[-40],[5],1120,[1080],45,0,18
20190911,1300.0,[-40],[5],780,[740],45,20,12
20190911,1655.0,[-5],[40],1015,[1010],45,50,16
20190911,1855.0,[-40],[5],1135,[1095],45,15,18
20190911,1155.0,[-5],[40],715,[710],45,50,11
20190911,1250.0,[-40],[5],770,[730],45,10,12
20190911,1400.0,[-40],[5],840,[800],45,20,13
20190911,645.0,[-5],[40],405,[400],45,40,6
20190911,940.0,[-40],[5],580,[540],45,0,9
20190911,1955.0,[-5],[40],1195,[1190],45,50,19
20190911,720.0,[-40],[5],440,[400],45,40,6
20190911,405.0,[-5],[40],245,[240],45,0,4
20190911,1730.0,[-5],[40],1050,[1045],45,25,17
20190911,1715.0,[-40],[5],1035,[995],45,35,16
20190911,820.0,[-5],[40],500,[495],45,15,8
20190911,640.0,[-5],[40],400,[395],45,35,6
20190911,2120.0,[-40],[5],1280,[1240],45,40,20
20190911,1905.0,[-40],[5],1145,[1105],45,25,18
20190911,1720.0,[-5],[40],1040,[1035],45,15,17
20190911,1930.0,[-40],[5],1170,[1130],45,50,18
20190911,2130.0,[-5],[40],1290,[1285],45,25,21
20190911,1125.0,[-40],[5],685,[645],45,45,10
20190911,55.0,[-40],[5],55,[15],45,15,0
20190911,2010.0,[-5],[40],1210,[1205],45,5,20
20190911,2120.0,[-40],[5],1280,[1240],45,40,20
20190911,1835.0,[-40],[5],1115,[1075],45,55,17
20190911,525.0,[-5],[40],325,[320],45,20,5
20190911,1040.0,[-40],[5],640,[600],45,0,10
20190911,2140.0,[-5],[40],1300,[1295],45,35,21
20190911,1105.0,[-40],[5],665,[625],45,25,10
20190911,2215.0,[-5],[40],1335,[1330],45,10,22
20190911,1935.0,[-40],[5],1175,[1135],45,55,18
20190911,1550.0,[-5],[40],950,[945],45,45,15
20190911,45.0,[-5],[40],45,[40],45,40,0
20190911,1315.0,[-5],[50],795,[790],55,10,13
20190911,1040.0,[-50],[5],640,[590],55,50,9
20190911,1630.0,[-5],[50],990,[985],55,25,16
20190911,435.0,[-5],[50],275,[270],55,30,4
20190911,600.0,[-5],[50],360,[355],55,55,5
20190911,655.0,[-5],[50],415,[410],55,50,6
20190911,1845.0,[-50],[5],1125,[1075],55,55,17
20190911,1445.0,[-50],[5],885,[835],55,55,13
20190911,1805.0,[-50],[5],1085,[1035],55,15,17
20190911,1010.0,[-50],[5],610,[560],55,20,9
20190911,1630.0,[-5],[50],990,[985],55,25,16
20190911,805.0,[-50],[5],485,[435],55,15,7
20190911,935.0,[-50],[5],575,[525],55,45,8
20190911,1415.0,[-5],[50],855,[850],55,10,14
20190911,1905.0,[-50],[5],1145,[1095],55,15,18
20190911,1125.0,[-5],[50],685,[680],55,20,11
20190911,1010.0,[-50],[5],610,[560],55,20,9
20190911,1715.0,[-5],[50],1035,[1030],55,10,17
20190911,1255.0,[-5],[50],775,[770],55,50,12
20190911,1335.0,[-5],[50],815,[810],55,30,13
20190911,1835.0,[-50],[5],1115,[1065],55,45,17
20190911,2235.0,[-5],[50],1355,[1350],55,30,22
20190911,1225.0,[-50],[5],745,[695],55,35,11
20190911,1930.0,[-5],[50],1170,[1165],55,25,19
20190911,1505.0,[-50],[5],905,[855],55,15,14
20190911,435.0,[-5],[50],275,[270],55,30,4
20190911,1640.0,[-5],[50],1000,[995],55,35,16
20190911,1720.0,[-5],[50],1040,[1035],55,15,17
20190911,400.0,[-5],[50],240,[235],55,55,3
20190911,1625.0,[-5],[50],985,[980],55,20,16
20190911,1650.0,[-5],[50],1010,[1005],55,45,16
20190911,1110.0,[-5],[50],670,[665],55,5,11
20190911,1300.0,[-50],[5],780,[730],55,10,12
20190911,1235.0,[-50],[5],755,[705],55,45,11
20190911,715.0,[-5],[50],435,[430],55,10,7
20190911,1110.0,[-5],[50],670,[665],55,5,11
20190911,1730.0,[-50],[5],1050,[1000],55,40,16
20190911,2000.0,[-50],[5],1200,[1150],55,10,19
20190911,920.0,[-50],[5],560,[510],55,30,8
20190911,1040.0,[-50],[5],640,[590],55,50,9
20190911,905.0,[-50],[5],545,[495],55,15,8
20190911,1615.0,[-5],[50],975,[970],55,10,16
20190911,525.0,[-5],[50],325,[320],55,20,5
20190911,2100.0,[-50],[5],1260,[1210],55,10,20
20190911,1640.0,[-50],[5],1000,[950],55,50,15
20190911,1600.0,[-50],[5],960,[910],55,10,15
20190911,750.0,[-50],[5],470,[420],55,0,7
20190911,715.0,[-5],[50],435,[430],55,10,7
20190911,825.0,[-5],[50],505,[500],55,20,8
20190911,1025.0,[-50],[5],625,[575],55,35,9
20190911,945.0,[-50],[5],585,[535],55,55,8
20190911,2045.0,[-5],[50],1245,[1240],55,40,20
20190911,610.0,[-5],[50],370,[365],55,5,6
20190911,650.0,[-5],[50],410,[405],55,45,6
20190911,525.0,[-5],[50],325,[320],55,20,5
20190911,1840.0,[-50],[5],1120,[1070],55,50,17
20190911,1325.0,[-50],[5],805,[755],55,35,12
20190911,2235.0,[-5],[50],1355,[1350],55,30,22
20190911,950.0,[-50],[5],590,[540],55,0,9
20190911,1845.0,[-5],[50],1125,[1120],55,40,18
20190911,1720.0,[-5],[50],1040,[1035],55,15,17
20190911,1530.0,[-50],[5],930,[880],55,40,14
20190911,1840.0,[-50],[5],1120,[1070],55,50,17
20190911,1945.0,[-50],[5],1185,[1135],55,55,18
20190911,1735.0,[-5],[50],1055,[1050],55,30,17
20190911,1635.0,[-50],[5],995,[945],55,45,15
20190911,1905.0,[-50],[5],1145,[1095],55,15,18
20190911,905.0,[-50],[5],545,[495],55,15,8
20190911,2125.0,[-5],[50],1285,[1280],55,20,21
20190911,1940.0,[-5],[40],1180,[1175],45,35,19
20190911,1225.0,[-40],[5],745,[705],45,45,11
20190911,2250.0,[-40],[5],1370,[1330],45,10,22
20190911,1020.0,[-40],[5],620,[580],45,40,9
20190911,655.0,[-5],[40],415,[410],45,50,6
20190911,1045.0,[-40],[5],645,[605],45,5,10
20190911,600.0,[-5],[40],360,[355],45,55,5
20190911,550.0,[-5],[40],350,[345],45,45,5
20190911,1910.0,[-50],[5],1150,[1100],55,20,18
20190911,1120.0,[-5],[50],680,[675],55,15,11
20190911,1520.0,[-50],[5],920,[870],55,30,14
20190911,2030.0,[-5],[50],1230,[1225],55,25,20
20190911,1515.0,[-5],[50],915,[910],55,10,15
20190911,940.0,[-5],[50],580,[575],55,35,9
20190911,1200.0,[-5],[50],720,[715],55,55,11
20190911,1300.0,[-50],[5],780,[730],55,10,12
20190911,1335.0,[-50],[5],815,[765],55,45,12
20190911,1750.0,[-5],[50],1070,[1065],55,45,17
20190911,1520.0,[-5],[50],920,[915],55,15,15
20190911,1625.0,[-5],[50],985,[980],55,20,16
20190911,1445.0,[-5],[50],885,[880],55,40,14
20190911,1630.0,[-50],[5],990,[940],55,40,15
20190911,1850.0,[-50],[5],1130,[1080],55,0,18
20190911,935.0,[-50],[5],575,[525],55,45,8
20190911,810.0,[-50],[5],490,[440],55,20,7
20190911,930.0,[-50],[5],570,[520],55,40,8
20190911,1650.0,[-50],[5],1010,[960],55,0,16
20190911,1700.0,[-5],[50],1020,[1015],55,55,16
20190911,1945.0,[-50],[5],1185,[1135],55,55,18
20190911,800.0,[-50],[5],480,[430],55,10,7
20190918,2220.0,[-5],[50],1340,[1335],55,15,22
20190918,2325.0,[-50],[5],1405,[1355],55,35,22
20190918,1510.0,[-5],[40],910,[905],45,5,15
20190918,1045.0,[-40],[5],645,[605],45,5,10
20190918,1615.0,[-5],[40],975,[970],45,10,16
20190918,1055.0,[-5],[40],655,[650],45,50,10
20190918,1610.0,[-40],[5],970,[930],45,30,15
20190918,2005.0,[-5],[40],1205,[1200],45,0,20
20190918,1030.0,[-40],[5],630,[590],45,50,9
20190918,1500.0,[-5],[40],900,[895],45,55,14
20190918,1605.0,[-40],[5],965,[925],45,25,15
20190918,2100.0,[-5],[40],1260,[1255],45,55,20
20190918,550.0,[-5],[40],350,[345],45,45,5
20190918,705.0,[-5],[40],425,[420],45,0,7
20190918,750.0,[-40],[5],470,[430],45,10,7
20190918,750.0,[-40],[5],470,[430],45,10,7
20190918,825.0,[-5],[40],505,[500],45,20,8
20190918,730.0,[-40],[5],450,[410],45,50,6
20190918,630.0,[-5],[40],390,[385],45,25,6
20190918,750.0,[-5],[40],470,[465],45,45,7
20190918,555.0,[-5],[40],355,[350],45,50,5
20190918,720.0,[-5],[40],440,[435],45,15,7
20190918,755.0,[-5],[40],475,[470],45,50,7
20190918,605.0,[-5],[40],365,[360],45,0,6
20190918,725.0,[-40],[5],445,[405],45,45,6
20190918,715.0,[-40],[5],435,[395],45,35,6
20190918,820.0,[-40],[5],500,[460],45,40,7
20190918,710.0,[-40],[5],430,[390],45,30,6
20190918,1815.0,[-40],[5],1095,[1055],45,35,17
20190918,1400.0,[-5],[40],840,[835],45,55,13
20190918,930.0,[-40],[5],570,[530],45,50,8
20190918,1805.0,[-5],[40],1085,[1080],45,0,18
20190918,2210.0,[-40],[5],1330,[1290],45,30,21
20190918,1320.0,[-5],[40],800,[795],45,15,13
20190918,1425.0,[-40],[5],865,[825],45,45,13
20190918,2035.0,[-5],[40],1235,[1230],45,30,20
20190918,930.0,[-40],[5],570,[530],45,50,8
20190918,1535.0,[-5],[40],935,[930],45,30,15
20190918,1235.0,[-5],[40],755,[750],45,30,12
20190918,1345.0,[-40],[5],825,[785],45,5,13
20190918,1830.0,[-5],[40],1110,[1105],45,25,18
20190918,1055.0,[-5],[40],655,[650],45,50,10
20190918,1200.0,[-40],[5],720,[680],45,20,11
20190918,1955.0,[-40],[5],1195,[1155],45,15,19
20190918,1805.0,[-5],[40],1085,[1080],45,0,18
20190918,2025.0,[-40],[5],1225,[1185],45,45,19
20190918,1940.0,[-40],[5],1180,[1140],45,0,19
20190918,2035.0,[-40],[5],1235,[1195],45,55,19
20190918,2050.0,[-40],[5],1250,[1210],45,10,20
20190918,1540.0,[-5],[40],940,[935],45,35,15
20190918,1650.0,[-40],[5],1010,[970],45,10,16
20190918,2035.0,[-5],[40],1235,[1230],45,30,20
20190918,1555.0,[-40],[5],955,[915],45,15,15
20190918,1940.0,[-5],[40],1180,[1175],45,35,19
20190918,705.0,[-5],[40],425,[420],45,0,7
20190918,1710.0,[-40],[5],1030,[990],45,30,16
20190918,1725.0,[-40],[5],1045,[1005],45,45,16
20190918,645.0,[-5],[40],405,[400],45,40,6
20190918,2255.0,[-40],[5],1375,[1335],45,15,22
20190918,940.0,[-40],[5],580,[540],45,0,9
20190918,1955.0,[-5],[40],1195,[1190],45,50,19
20190918,720.0,[-40],[5],440,[400],45,40,6
20190918,405.0,[-5],[40],245,[240],45,0,4
20190918,820.0,[-5],[40],500,[495],45,15,8
20190918,640.0,[-5],[40],400,[395],45,35,6
20190918,1730.0,[-5],[40],1050,[1045],45,25,17
20190918,1715.0,[-40],[5],1035,[995],45,35,16
20190918,2120.0,[-40],[5],1280,[1240],45,40,20
20190918,1905.0,[-40],[5],1145,[1105],45,25,18
20190918,1835.0,[-40],[5],1115,[1075],45,55,17
20190918,1505.0,[-5],[40],905,[900],45,0,15
20191001,2155.0,[-50],[5],1315,[1265],55,5,21
20191001,1150.0,[-5],[40],710,[705],45,45,11
20191001,1730.0,[-50],[5],1050,[1000],55,40,16
20191001,1250.0,[-50],[5],770,[720],55,0,12
20191001,1435.0,[-50],[5],875,[825],55,45,13
20191001,1955.0,[-50],[5],1195,[1145],55,5,19
20191001,1855.0,[-5],[40],1135,[1130],45,50,18
20191001,1515.0,[-5],[40],915,[910],45,10,15
20191001,2055.0,[-5],[40],1255,[1250],45,50,20
20191001,1615.0,[-50],[5],975,[925],55,25,15
20191001,1630.0,[-5],[40],990,[985],45,25,16
20191001,1325.0,[-5],[40],805,[800],45,20,13
20191001,705.0,[-5],[40],425,[420],45,0,7
20191001,1040.0,[-50],[5],640,[590],55,50,9
20191001,1115.0,[-50],[5],675,[625],55,25,10
20191001,1020.0,[-5],[40],620,[615],45,15,10
20191001,2110.0,[-5],[40],1270,[1265],45,5,21
20191001,1135.0,[-5],[40],695,[690],45,30,11
20191001,1215.0,[-5],[40],735,[730],45,10,12
20191001,2210.0,[-50],[5],1330,[1280],55,20,21
20191001,2045.0,[-5],[40],1245,[1240],45,40,20
20191001,1320.0,[-50],[5],800,[750],55,30,12
20191001,1245.0,[-50],[5],765,[715],55,55,11
20191001,1205.0,[-5],[40],725,[720],45,0,12
20191001,1305.0,[-50],[5],785,[735],55,15,12
20191001,620.0,[-50],[5],380,[330],55,30,5
20191001,1635.0,[-5],[40],995,[990],45,30,16
20191001,1120.0,[-50],[5],680,[630],55,30,10
20191001,1415.0,[-5],[40],855,[850],45,10,14
20191001,1525.0,[-50],[5],925,[875],55,35,14
20191001,430.0,[-5],[40],270,[265],45,25,4
20191001,1625.0,[-5],[40],985,[980],45,20,16
20191001,640.0,[-5],[40],400,[395],45,35,6
20191001,1755.0,[-50],[5],1075,[1025],55,5,17
20191001,1750.0,[-50],[5],1070,[1020],55,0,17
20191001,1120.0,[-50],[5],680,[630],55,30,10
20191001,2040.0,[-5],[40],1240,[1235],45,35,20
20191001,2145.0,[-50],[5],1305,[1255],55,55,20
20191001,1355.0,[-5],[40],835,[830],45,50,13
20191001,1625.0,[-50],[5],985,[935],55,35,15
20191001,1455.0,[-50],[5],895,[845],55,5,14
20191001,1525.0,[-5],[40],925,[920],45,20,15
20191001,145.0,[-40],[5],105,[65],45,5,1
20191001,940.0,[-5],[40],580,[575],45,35,9
20191001,1355.0,[-40],[5],835,[795],45,15,13
20191001,1835.0,[-40],[5],1115,[1075],45,55,17
20191001,1145.0,[-5],[40],705,[700],45,40,11
20191001,915.0,[-40],[5],555,[515],45,35,8
20191001,1420.0,[-5],[40],860,[855],45,15,14
20191001,940.0,[-5],[40],580,[575],45,35,9
20191001,1205.0,[-5],[40],725,[720],45,0,12
20191001,1235.0,[-40],[5],755,[715],45,55,11
20191001,1735.0,[-5],[40],1055,[1050],45,30,17
20191001,1545.0,[-40],[5],945,[905],45,5,15
20191001,1325.0,[-40],[5],805,[765],45,45,12
20191001,1010.0,[-40],[5],610,[570],45,30,9
20191001,1700.0,[-5],[40],1020,[1015],45,55,16
20191001,810.0,[-40],[5],490,[450],45,30,7
20191001,1410.0,[-5],[40],850,[845],45,5,14
20191001,1325.0,[-40],[5],805,[765],45,45,12
20191001,2235.0,[-5],[40],1355,[1350],45,30,22
20191001,1700.0,[-5],[40],1020,[1015],45,55,16
20191001,1305.0,[-50],[5],785,[735],55,15,12
20191001,2105.0,[-50],[5],1265,[1215],55,15,20
20191001,1225.0,[-50],[5],745,[695],55,35,11
20191001,2005.0,[-5],[50],1205,[1200],55,0,20
20191001,1120.0,[-5],[50],680,[675],55,15,11
20191001,835.0,[-5],[50],515,[510],55,30,8
20191001,1100.0,[-50],[5],660,[610],55,10,10
20191001,945.0,[-50],[5],585,[535],55,55,8
20191001,1035.0,[-50],[5],635,[585],55,45,9
20191001,2045.0,[-50],[5],1245,[1195],55,55,19
20191001,105.0,[-50],[5],65,[15],55,15,0
20191001,1945.0,[-5],[50],1185,[1180],55,40,19
20191001,1520.0,[-5],[50],920,[915],55,15,15
20191001,710.0,[-5],[50],430,[425],55,5,7
20191001,1115.0,[-50],[5],675,[625],55,25,10
20191001,435.0,[-5],[50],275,[270],55,30,4
20191001,1005.0,[-5],[50],605,[600],55,0,10
20191001,550.0,[-50],[5],350,[300],55,0,5
20191001,2335.0,[-5],[50],1415,[1410],55,30,23
20191001,915.0,[-5],[50],555,[550],55,10,9
20191001,1250.0,[-50],[5],770,[720],55,0,12
20191001,1625.0,[-50],[5],985,[935],55,35,15
20191001,830.0,[-5],[50],510,[505],55,25,8
20191001,1125.0,[-50],[5],685,[635],55,35,10
20191001,1135.0,[-5],[50],695,[690],55,30,11
20191001,1900.0,[-50],[5],1140,[1090],55,10,18
20191001,1945.0,[-50],[5],1185,[1135],55,55,18
20191001,1735.0,[-5],[50],1055,[1050],55,30,17
20191001,1820.0,[-50],[5],1100,[1050],55,30,17
20191001,840.0,[-50],[5],520,[470],55,50,7
20191001,850.0,[-50],[5],530,[480],55,0,8
20191001,325.0,[-5],[50],205,[200],55,20,3
20191001,1010.0,[-50],[5],610,[560],55,20,9
20191001,1715.0,[-5],[50],1035,[1030],55,10,17
20191001,915.0,[-50],[5],555,[505],55,25,8
20191001,1650.0,[-5],[50],1010,[1005],55,45,16
20191001,1735.0,[-5],[50],1055,[1050],55,30,17
20191001,1305.0,[-50],[5],785,[735],55,15,12
20191001,1725.0,[-5],[50],1045,[1040],55,20,17
20191001,1715.0,[-5],[50],1035,[1030],55,10,17
20191001,1600.0,[-5],[50],960,[955],55,55,15
20191001,1110.0,[-50],[5],670,[620],55,20,10
20191001,1645.0,[-5],[50],1005,[1000],55,40,16
20191001,1750.0,[-50],[5],1070,[1020],55,0,17
20191001,610.0,[-5],[50],370,[365],55,5,6
20191001,1955.0,[-5],[50],1195,[1190],55,50,19
20191001,555.0,[-5],[50],355,[350],55,50,5
20191001,1745.0,[-5],[50],1065,[1060],55,40,17
20191001,1735.0,[-5],[50],1055,[1050],55,30,17
20191001,1740.0,[-50],[5],1060,[1010],55,50,16
20191001,1935.0,[-50],[5],1175,[1125],55,45,18
20191001,915.0,[-5],[50],555,[550],55,10,9
20191001,625.0,[-5],[50],385,[380],55,20,6
20191001,855.0,[-5],[50],535,[530],55,50,8
20191001,1840.0,[-50],[5],1120,[1070],55,50,17
20191001,640.0,[-5],[50],400,[395],55,35,6
20191001,1335.0,[-50],[5],815,[765],55,45,12
20191001,1745.0,[-50],[5],1065,[1015],55,55,16
20191001,2005.0,[-50],[5],1205,[1155],55,15,19
20191001,630.0,[-5],[50],390,[385],55,25,6
20191001,850.0,[-50],[5],530,[480],55,0,8
20191001,2030.0,[-50],[5],1230,[1180],55,40,19
20191001,1035.0,[-50],[5],635,[585],55,45,9
20191001,1840.0,[-50],[5],1120,[1070],55,50,17
20191001,400.0,[-5],[50],240,[235],55,55,3
20191001,1630.0,[-5],[50],990,[985],55,25,16
20191001,635.0,[-5],[50],395,[390],55,30,6
20191001,935.0,[-50],[5],575,[525],55,45,8
20191001,1005.0,[-50],[5],605,[555],55,15,9
20191001,1805.0,[-50],[5],1085,[1035],55,15,17
20191001,1635.0,[-5],[50],995,[990],55,30,16
20191001,640.0,[-5],[50],400,[395],55,35,6
20191001,1015.0,[-50],[5],615,[565],55,25,9
20191001,550.0,[-5],[50],350,[345],55,45,5
20191001,1500.0,[-5],[50],900,[895],55,55,14
20191001,1320.0,[-50],[5],800,[750],55,30,12
20191001,450.0,[-5],[50],290,[285],55,45,4
20191001,1750.0,[-5],[50],1070,[1065],55,45,17
20191001,1720.0,[-5],[50],1040,[1035],55,15,17
20191001,410.0,[-5],[50],250,[245],55,5,4
20191001,1940.0,[-50],[5],1180,[1130],55,50,18
20191001,1430.0,[-50],[5],870,[820],55,40,13
20191001,1000.0,[-50],[5],600,[550],55,10,9
20191001,1930.0,[-50],[5],1170,[1120],55,40,18
20191001,1455.0,[-40],[5],895,[855],45,15,14
20191001,1355.0,[-5],[40],835,[830],45,50,13
20191001,930.0,[-40],[5],570,[530],45,50,8
20191001,2035.0,[-5],[40],1235,[1230],45,30,20
20191001,415.0,[-5],[40],255,[250],45,10,4
20191001,1900.0,[-40],[5],1140,[1100],45,20,18
20191001,730.0,[-40],[5],450,[410],45,50,6
20191001,1040.0,[-40],[5],640,[600],45,0,10
20191001,1540.0,[-5],[40],940,[935],45,35,15
20191001,1200.0,[-5],[40],720,[715],45,55,11
20191001,1400.0,[-40],[5],840,[800],45,20,13
20191001,1755.0,[-5],[40],1075,[1070],45,50,17
20191001,1350.0,[-40],[5],830,[790],45,10,13
20191001,1740.0,[-5],[40],1060,[1055],45,35,17
20191001,935.0,[-40],[5],575,[535],45,55,8
20191001,1555.0,[-5],[40],955,[950],45,50,15
20191001,815.0,[-5],[40],495,[490],45,10,8
20191001,910.0,[-5],[40],550,[545],45,5,9
20191001,810.0,[-5],[40],490,[485],45,5,8
20191001,1935.0,[-40],[5],1175,[1135],45,55,18
20191001,1740.0,[-5],[40],1060,[1055],45,35,17
20191001,1935.0,[-40],[5],1175,[1135],45,55,18
20191001,1715.0,[-40],[5],1035,[995],45,35,16
20191001,1825.0,[-40],[5],1105,[1065],45,45,17
20191001,2115.0,[-40],[5],1275,[1235],45,35,20
20191001,1340.0,[-5],[40],820,[815],45,35,13
20191001,1440.0,[-40],[5],880,[840],45,0,14
20191001,940.0,[-40],[5],580,[540],45,0,9
20191001,1955.0,[-5],[40],1195,[1190],45,50,19
20191001,2205.0,[-5],[40],1325,[1320],45,0,22
20191001,510.0,[-5],[40],310,[305],45,5,5
20191001,720.0,[-40],[5],440,[400],45,40,6
20191001,825.0,[-5],[40],505,[500],45,20,8
20191001,730.0,[-40],[5],450,[410],45,50,6
20191001,750.0,[-5],[40],470,[465],45,45,7
20191001,720.0,[-5],[40],440,[435],45,15,7
20191001,755.0,[-5],[40],475,[470],45,50,7
20191001,640.0,[-5],[40],400,[395],45,35,6
20191001,605.0,[-5],[40],365,[360],45,0,6
20191001,710.0,[-40],[5],430,[390],45,30,6
20191001,820.0,[-40],[5],500,[460],45,40,7
20191001,2135.0,[-5],[40],1295,[1290],45,30,21
20191001,2305.0,[-40],[5],1385,[1345],45,25,22
20191001,2235.0,[-40],[5],1355,[1315],45,55,21
20191001,1715.0,[-40],[5],1035,[995],45,35,16
20191001,1735.0,[-5],[40],1055,[1050],45,30,17
20191001,1715.0,[-40],[5],1035,[995],45,35,16
20191001,930.0,[-40],[5],570,[530],45,50,8
20191001,1805.0,[-5],[40],1085,[1080],45,0,18
20191001,2145.0,[-40],[5],1305,[1265],45,5,21
20191001,1320.0,[-5],[40],800,[795],45,15,13
20191001,1425.0,[-40],[5],865,[825],45,45,13
20191001,2100.0,[-5],[40],1260,[1255],45,55,20
20191001,1955.0,[-40],[5],1195,[1155],45,15,19
20191001,1805.0,[-5],[40],1085,[1080],45,0,18
20191001,2125.0,[-40],[5],1285,[1245],45,45,20
20191001,2025.0,[-40],[5],1225,[1185],45,45,19
20191001,2035.0,[-40],[5],1235,[1195],45,55,19
20191001,2050.0,[-40],[5],1250,[1210],45,10,20
20191001,1905.0,[-40],[5],1145,[1105],45,25,18
20191001,1555.0,[-40],[5],955,[915],45,15,15
20191001,1940.0,[-5],[40],1180,[1175],45,35,19
20191001,1510.0,[-5],[40],910,[905],45,5,15
20191001,1045.0,[-40],[5],645,[605],45,5,10
20191001,1615.0,[-5],[40],975,[970],45,10,16
20191001,1030.0,[-40],[5],630,[590],45,50,9
20191001,1500.0,[-5],[40],900,[895],45,55,14
20191001,1605.0,[-40],[5],965,[925],45,25,15
20191001,2100.0,[-5],[40],1260,[1255],45,55,20
20191001,1355.0,[-40],[5],835,[795],45,15,13
20191001,1130.0,[-40],[5],690,[650],45,50,10
20191001,1255.0,[-5],[40],775,[770],45,50,12
20191001,1145.0,[-5],[40],705,[700],45,40,11
20191001,1245.0,[-40],[5],765,[725],45,5,12
20191001,1030.0,[-5],[40],630,[625],45,25,10
20191001,1420.0,[-40],[5],860,[820],45,40,13
20191001,1310.0,[-5],[40],790,[785],45,5,13
20191001,435.0,[-5],[40],275,[270],45,30,4
20191001,800.0,[-40],[5],480,[440],45,20,7
20191001,840.0,[-40],[5],520,[480],45,0,8
20191001,905.0,[-40],[5],545,[505],45,25,8
20191001,2030.0,[-40],[5],1230,[1190],45,50,19
20191001,1520.0,[-40],[5],920,[880],45,40,14
20191001,2030.0,[-5],[40],1230,[1225],45,25,20
20191001,1005.0,[-40],[5],605,[565],45,25,9
20191001,1520.0,[-5],[40],920,[915],45,15,15
20191001,1200.0,[-5],[40],720,[715],45,55,11
20191001,450.0,[-5],[40],290,[285],45,45,4
20191001,1455.0,[-5],[40],895,[890],45,50,14
20191001,1525.0,[-5],[40],925,[920],45,20,15
20191001,1910.0,[-40],[5],1150,[1110],45,30,18
20191001,1020.0,[-40],[5],620,[580],45,40,9
20191001,1755.0,[-5],[40],1075,[1070],45,50,17
20191001,735.0,[-5],[40],455,[450],45,30,7
20191001,630.0,[-5],[40],390,[385],45,25,6
20191001,820.0,[-5],[40],500,[495],45,15,8
20191001,2205.0,[-40],[5],1325,[1285],45,25,21
20191001,1840.0,[-40],[5],1120,[1080],45,0,18
20191001,800.0,[-40],[5],480,[440],45,20,7
20191001,800.0,[-40],[5],480,[440],45,20,7
20191001,1225.0,[-40],[5],745,[705],45,45,11
20191001,1930.0,[-5],[40],1170,[1165],45,25,19
20191001,1415.0,[-5],[40],855,[850],45,10,14
20191001,1210.0,[-5],[40],730,[725],45,5,12
20191001,1310.0,[-40],[5],790,[750],45,30,12
20191001,1750.0,[-5],[40],1070,[1065],45,45,17
20191001,2355.0,[-40],[5],1435,[1395],45,15,23
20191001,825.0,[-40],[5],505,[465],45,45,7
20191001,1155.0,[-5],[40],715,[710],45,50,11
20191001,600.0,[-5],[40],360,[355],45,55,5
20191001,1845.0,[-40],[5],1125,[1085],45,5,18
20191001,640.0,[-5],[40],400,[395],45,35,6
20191001,2030.0,[-40],[5],1230,[1190],45,50,19
20191001,1930.0,[-5],[40],1170,[1165],45,25,19
20191001,610.0,[-5],[50],370,[365],55,5,6
20191001,2030.0,[-5],[50],1230,[1225],55,25,20
20191001,2230.0,[-50],[5],1350,[1300],55,40,21
20191001,1255.0,[-5],[50],775,[770],55,50,12
20191001,1435.0,[-5],[50],875,[870],55,30,14
20191001,1550.0,[-5],[50],950,[945],55,45,15
20191001,1150.0,[-5],[50],710,[705],55,45,11
20191001,1250.0,[-50],[5],770,[720],55,0,12
20191001,1320.0,[-50],[5],800,[750],55,30,12
20191001,1415.0,[-50],[5],855,[805],55,25,13
20191001,1620.0,[-5],[50],980,[975],55,15,16
20191001,1750.0,[-5],[50],1070,[1065],55,45,17
20191001,920.0,[-50],[5],560,[510],55,30,8
20191001,2120.0,[-50],[5],1280,[1230],55,30,20
20191001,1120.0,[-50],[5],680,[630],55,30,10
20191001,600.0,[-5],[50],360,[355],55,55,5
20191001,1125.0,[-50],[5],685,[635],55,35,10
20191001,945.0,[-5],[40],585,[580],45,40,9
20191001,1515.0,[-5],[40],915,[910],45,10,15
20191001,1920.0,[-40],[5],1160,[1120],45,40,18
20191001,1250.0,[-5],[40],770,[765],45,45,12
20191001,1420.0,[-40],[5],860,[820],45,40,13
20191001,405.0,[-5],[40],245,[240],45,0,4
20191001,750.0,[-40],[5],470,[430],45,10,7
20191001,1720.0,[-5],[40],1040,[1035],45,15,17
20191001,1940.0,[-40],[5],1180,[1140],45,0,19
20191001,1400.0,[-5],[40],840,[835],45,55,13
20191001,55.0,[-40],[5],55,[15],45,15,0
20191001,1455.0,[-5],[40],895,[890],45,50,14
20191001,2010.0,[-5],[40],1210,[1205],45,5,20
20191001,2135.0,[-5],[40],1295,[1290],45,30,21
20191001,2120.0,[-40],[5],1280,[1240],45,40,20
20191001,1935.0,[-40],[5],1175,[1135],45,55,18
20191001,1550.0,[-5],[40],950,[945],45,45,15
20191001,1405.0,[-40],[5],845,[805],45,25,13
20191001,45.0,[-5],[40],45,[40],45,40,0
20191001,1505.0,[-5],[40],905,[900],45,0,15
20191001,1150.0,[-5],[40],710,[705],45,45,11
20191001,1325.0,[-5],[40],805,[800],45,20,13
20191001,1855.0,[-40],[5],1135,[1095],45,15,18
20191001,1155.0,[-5],[40],715,[710],45,50,11
